id,time,team,source,size,odds,book,sport,date,timestamp,market,over/under,Line #,implied_prob,r,fd_odds,fd_odds_5s,fd_odds_10s,dk_odds,dk_odds_5s,dk_odds_10s,br_odds,br_odds_5s,br_odds_10s,czr_odds,czr_odds_5s,czr_odds_10s,es_odds,es_odds_5s,es_odds_10s,ka_odds,ka_odds_5s,ka_odds_10s,mgm_odds,mgm_odds_5s,mgm_odds_10s,li_odds,li_odds_5s,li_odds_10s,nv_odds,nv_odds_5s,nv_odds_10s,fv_odds,fv_odds_5s,fv_odds_10s
2068651,2/20/2026 14:59,anis,ws,7100,-192,d,ts,2/20/2026,9:59:03,0,,,0.6575,l,0.7059,0.7059,0.7059,0.6575,0.6575,0.6622,0.7015,0.6875,0.6875,0.7059,0.7059,0.7727,0.8621,0.8621,0.8621,0.705,0.705,0.6951,,,,0.7297,0.7183,0.7368,,,,0.6785,0.6721,0.6785
2069207,2/20/2026 22:37,kord,ws,9600,-200,c,ts,2/20/2026,17:37:00,0,,,0.6667,w,0.7368,0.6774,,0.729,0.6764,,0.7409,0.7409,,0.6667,0.6667,,0.75,0.75,,0.705,0.6855,,,,,0.7297,0.7059,,,,,0.6933,0.6678,
2071686,2/21/2026 17:09,brad,ws,12700,-180,c,ts,2/21/2026,12:09:47,0,,,0.6429,l,0.7368,0.6774,0.6774,0.7085,0.6564,,0.726,0.6721,0.6721,0.6429,0.6429,0.6429,0.7143,0.6667,0.6667,0.705,0.6667,0.6667,,,,,,,,,,0.6805,0.631,0.631
2088939,2/22/2026 18:43,masa,ws,6000,-190,c,ts,2/22/2026,13:43:52,0,,,0.6552,w,0.7297,,,0.7041,,,0.7101,,,0.6552,,,0.7059,,,0.705,,,,,,,,,,,,0.6721,,
2088612,2/22/2026 18:13,zhas,ws,6700,-210,c,ts,2/22/2026,13:13:06,0,,,0.6774,w,0.7727,,0.7436,0.696,,0.6528,0.7468,,0.7143,0.6774,,0.6774,0.7143,,0.6875,0.705,,0.6951,,,,0.7468,,0.7222,,,,0.697,,0.6732
2108540,2/26/2026 18:00,krua,ws,9700,-170,c,ts,2/26/2026,13:00:30,0,,,0.6296,w,0.7143,0.661,0.661,0.7085,0.6441,0.6441,0.6923,0.639,0.639,0.6296,0.6296,0.6296,0.7059,,0.6296,0.705,0.6667,0.6667,0.7468,0.6875,0.6875,0.6774,0.6667,0.6667,,,,0.661,0.6154,0.6154
2118575,2/28/2026 1:55,kecm,ws,7500,-200,c,ts,2/27/2026,20:55:52,0,,,0.6667,l,0.7561,0.7561,0.6875,0.7126,0.7126,0.6528,0.726,0.726,0.6667,0.6667,0.6667,0.6667,0.7143,0.7143,0.6667,0.705,0.6855,0.6564,0.7333,0.7333,0.6667,0.7101,0.6825,0.6774,,,,0.6875,0.6785,0.635
2119923,2/28/2026 4:52,paol,ws,8200,-180,c,ts,2/27/2026,23:52:03,0,,,0.6429,w,0.7059,0.6364,,0.7167,0.631,,0.7143,0.7143,,0.6429,0.6429,,0.7059,0.7059,,0.705,0.6753,,0.7143,0.7143,,0.697,0.6667,,,,,0.6678,0.639,
2125954,2/28/2026 21:09,stea,ws,18500,-170,d,ts,2/28/2026,16:09:44,0,,,0.6296,w,0.7297,0.7917,0.7917,0.6296,0.7253,0.7253,0.726,0.8,0.8,0.8462,0.8462,0.8462,,,,0.705,0.763,0.7727,0.7015,0.7778,0.7778,,,,,,,0.6865,0.7525,0.7596
2141547,3/2/2026 20:47,maes,ws,11400,103,d,ts,3/2/2026,15:47:34,0,,,0.4926,w,0.5745,0.5745,0.5745,0.4926,0.5283,0.5283,0.639,0.5763,0.5763,0.5455,0.5455,0.5455,0.5556,0.5556,0.5556,0.705,0.5475,0.5475,0.5833,0.5833,0.5833,0.5833,0.5745,0.5745,,,,0.5413,0.5283,0.5283
2051320,2/18/2026 1:04,baez,ws,7200,-210,c,ts,2/17/2026,20:04:43,0,,,0.6774,l,0.7143,0.661,0.661,0.7423,0.7423,0.6644,0.7753,0.7753,0.7059,0.6774,0.6774,0.6774,0.75,0.75,0.6825,0.7151,0.705,0.6667,,,,0.7333,0.7059,0.7059,,,,0.696,0.6785,0.6491
2055816,2/19/2026 0:36,pass,ws,8000,-211,d,ts,2/18/2026,19:36:32,0,,,0.6785,l,0.7561,,,0.6785,,,0.726,,,0.7619,,,0.7059,,,0.7151,,,,,,0.7647,,,,,,0.6997,,
2068657,2/20/2026 15:03,anis,ws,6900,-205,d,ts,2/20/2026,10:03:21,0,,,0.6721,l,0.697,0.7436,0.7436,0.6721,0.7602,0.7602,0.7015,0.7409,0.7409,0.7619,0.7619,0.7619,0.8621,0.8621,0.8621,0.7151,0.734,0.7436,,,,0.7647,0.7802,0.7753,,,,0.6894,0.7222,0.7245
2069250,2/20/2026 23:48,tien,ws,9000,-185,d,ts,2/20/2026,18:48:36,0,,,0.6491,w,0.7059,0.7059,0.7143,0.6491,,0.6656,0.7101,0.7101,0.7101,0.7368,0.7368,0.7368,0.6825,0.6825,0.6923,0.7151,0.7151,0.7151,,,,0.7222,0.7297,0.7436,,,,0.6753,0.6795,0.6835
2071624,2/21/2026 16:44,mand,ws,7100,-220,c,ts,2/21/2026,11:44:57,0,,,0.6875,w,0.7561,0.7222,0.7222,0.7403,0.7159,0.7159,0.759,0.7333,0.7333,0.6875,0.6875,0.6875,0.75,0.7143,0.7143,0.7151,0.7151,0.7151,,,,,,,,,,0.7059,0.6815,0.6815
2090800,2/22/2026 21:33,avan,ws,7600,-210,c,ts,2/22/2026,16:33:45,0,,,0.6774,l,0.75,,0.6875,0.7481,,0.67,0.7531,,0.7059,0.6774,,0.6774,0.7333,,0.6667,0.7151,,0.6855,,,,0.7403,,0.7059,,,,0.6988,,0.6528
2088480,2/22/2026 16:25,vall,ws,8400,-180,c,ts,2/22/2026,11:25:48,0,,,0.6429,w,0.7561,0.7561,0.7561,0.7118,0.6785,0.6743,0.7015,0.6667,0.6774,0.6429,0.6429,0.6429,0.7143,0.6875,0.6875,0.7151,0.7245,0.6855,,,,0.6923,0.697,0.697,,,,0.6678,0.6552,0.6564
2091326,2/22/2026 22:39,wats,ws,24400,-150,c,ts,2/22/2026,17:39:58,0,,,0.6,w,0.75,,,0.734,,,0.7101,,,0.6,,,0.7143,,,0.7151,,,,,,0.6226,,,,,,0.6815,,
2109141,2/26/2026 23:30,sonm,ws,15000,-200,c,ts,2/26/2026,18:30:13,0,,,0.6667,w,0.7727,0.7143,0.7143,0.7778,0.711,0.711,0.759,0.7015,0.7015,0.6667,0.6667,0.6667,0.75,0.6825,0.6825,0.7151,0.6855,0.6753,0.7468,0.7015,0.7015,0.726,0.7143,0.7143,,,,0.7085,0.6644,0.661
2108469,2/26/2026 16:10,vall,ws,10600,-166,f,ts,2/26/2026,11:10:18,0,,,0.6241,l,0.6241,0.6241,0.6241,0.7389,0.7389,0.7024,0.6923,0.6923,0.6503,0.7059,0.7059,0.7059,0.7143,0.7143,0.6875,0.7151,0.705,0.6951,0.7015,0.7015,0.6667,0.7143,0.697,0.697,,,,0.6587,0.6491,0.6283
2116419,2/27/2026 16:08,rubl,ws,9500,-165,m,ts,2/27/2026,11:08:17,0,,,0.6226,l,0.697,0.6491,0.6491,0.6951,0.6466,0.6466,0.6774,0.6226,0.6226,0.6552,0.6552,0.6552,0.6825,0.6825,0.6825,0.7151,0.6951,0.6951,0.6226,0.5833,,0.697,0.6825,0.6825,,,,0.6516,0.6109,0.6255
2116502,2/27/2026 16:51,rubl,ws,6100,-211,d,ts,2/27/2026,11:51:46,0,,,0.6785,l,0.7059,0.7059,0.7059,0.6785,0.6785,0.6785,0.7701,0.7701,0.7701,0.7222,0.7222,0.6875,,,,0.7151,0.7151,0.705,0.7647,0.7647,0.7647,0.726,0.7222,0.7101,,,,0.6942,0.6933,0.6885
2028099,2/14/2026 4:32,foki,ws,6300,-224,d,ts,2/13/2026,23:32:19,0,,,0.6914,l,0.75,,0.75,0.6914,,0.7403,0.7409,,0.7354,0.7619,,0.75,0.7143,,0.7778,0.7245,,0.7151,,,,0.7647,,0.7701,0.999,,0.999,0.7076,,0.7126
2042602,2/15/2026 15:10,wong,ws,6200,-188,f,ts,2/15/2026,10:10:42,0,,,0.6528,w,0.6528,,0.6528,0.7024,,0.7389,0.7015,,0.7015,0.75,,0.75,0.6825,,0.7143,0.7245,,0.7245,,,,0.7222,,0.6923,0.723,,0.723,0.67,,0.6678
2094434,2/24/2026 4:24,arae,ws,6000,-213,d,ts,2/23/2026,23:24:07,0,,,0.6805,w,0.7368,0.7059,0.75,0.6805,0.6785,0.6528,0.7409,0.7531,0.7143,,,,0.7059,0.7059,0.6667,0.7245,0.7151,0.6951,,,,0.7403,0.7333,0.75,,,,0.696,0.6865,0.6835
2100531,2/25/2026 4:26,ruud,ws,7400,-200,c,ts,2/24/2026,23:26:28,0,,,0.6667,l,0.7143,0.7059,0.7059,0.7305,0.7207,0.7191,0.7333,0.7143,0.7143,0.6667,0.6667,0.6667,,,,0.7245,0.705,0.7151,,,,0.726,0.7222,0.7222,,,,0.6875,0.6753,0.6764
2108128,2/26/2026 5:26,tiaf,ws,19100,-155,l,ts,2/25/2026,0:26:05,0,,,0.6078,w,0.7222,,0.5833,0.7167,,0.6032,0.7753,,0.5327,0.5455,,0.5455,0.7333,,0.5833,0.7245,,0.5868,0.75,,0.6154,0.6226,,0.6078,,,,0.6743,,0.5475
2108827,2/26/2026 20:47,frec,ws,7500,-263,d,ts,2/26/2026,15:47:52,0,,,0.7245,w,0.7619,0.7619,0.7619,0.7245,0.7743,0.7743,0.7826,0.7826,0.7826,0.7727,0.7727,0.7727,0.7647,0.7647,0.8,0.7245,0.7245,0.734,0.7895,0.7895,0.7895,0.8,0.8077,0.8077,,,,0.7409,0.7442,0.7494
2139946,3/1/2026 23:36,dard,ws,13000,-170,c,ts,3/1/2026,18:36:54,0,,,0.6296,w,0.7143,,,0.7118,,,0.7333,,,0.6296,,,0.7333,,,0.7245,,,0.7143,,,0.6552,,,0.6491,,,0.6689,,
2143846,3/3/2026 3:14,svrc,ws,13900,-170,c,ts,3/2/2026,22:14:09,0,,,0.6296,w,0.7619,0.6364,0.6364,0.7015,0.5745,0.5745,0.7059,0.5851,0.5851,0.6296,0.6296,0.6296,0.7333,0.6154,0.6154,0.7245,0.6364,0.6269,0.6774,0.5455,0.5455,0.6296,0.6,0.6078,,,,0.6721,0.5633,0.5726
2055002,2/18/2026 23:07,agst,ws,7400,-220,c,ts,2/18/2026,18:07:12,0,,,0.6875,w,0.7297,0.7297,0.7143,0.7537,0.7537,0.7041,0.7531,0.7531,0.7531,0.6875,0.6875,0.6875,0.75,0.75,0.7143,0.734,0.705,0.6667,,,,0.7531,0.7368,0.7368,,,,0.7067,0.7024,0.6825
2054985,2/18/2026 22:22,cerj,ws,7400,-200,l,ts,2/18/2026,17:22:10,0,,,0.6667,w,0.7297,0.6491,0.6491,0.7319,0.6403,0.6403,0.7059,0.6139,0.6139,0.6552,0.6552,0.6552,0.7143,0.6296,0.6296,0.734,0.6667,0.6667,,,,0.6667,0.6491,0.6364,,,,0.6865,0.6063,0.6032
2059670,2/19/2026 2:55,giro,ws,11000,-200,e,ts,2/18/2026,21:55:39,0,,,0.6667,l,0.7619,0.7619,0.6154,0.7222,0.7222,,0.7701,0.7701,0.6183,0.5833,0.5833,0.5833,0.6667,0.6667,0.6667,0.734,0.6951,0.5968,,,,0.7059,0.6154,0.6154,,,,0.696,0.6656,0.5851
2071627,2/21/2026 16:47,mand,ws,9600,-210,c,ts,2/21/2026,11:47:02,0,,,0.6774,w,0.7436,0.7059,0.7059,0.7333,0.697,0.697,0.7531,0.7333,0.7333,0.6774,0.6774,0.6774,0.75,0.7059,0.7059,0.734,0.7436,0.7151,,,,,,,,,,0.7033,0.6721,0.6774
2094386,2/24/2026 4:11,arae,ws,10900,-231,d,ts,2/23/2026,23:11:37,0,,,0.6979,w,0.7619,0.7619,0.7619,0.6979,,0.696,0.7753,0.7826,0.7826,0.7619,0.7619,0.7619,,,,0.734,0.7436,0.7436,,,,0.7826,0.7802,0.7674,,,,0.7253,0.7326,0.7253
2093618,2/24/2026 1:54,frul,ws,15700,-200,c,ts,2/23/2026,20:54:22,0,,,0.6667,l,0.7619,0.6875,0.6875,0.7579,0.6845,0.6845,0.7701,0.7059,0.7059,0.6667,0.6667,0.6667,0.7778,0.7059,0.7059,0.734,0.7151,0.7245,,,,0.7143,0.7101,0.7059,,,,0.7101,0.6587,0.6587
2101096,2/25/2026 5:57,wuy,ws,7100,-230,l,ts,2/24/2026,0:57:14,0,,,0.697,w,0.7778,0.6296,0.6296,0.7963,0.6633,0.6633,0.7753,0.6774,0.6774,0.6296,0.6296,0.6296,0.8,0.6923,0.6923,0.734,0.6466,0.6364,,,,0.697,0.6825,0.6825,,,,0.7143,0.6255,0.6212
2108968,2/26/2026 22:00,lia,ws,6900,-190,c,ts,2/26/2026,17:00:48,0,,,0.6552,l,0.7059,,,0.726,,,0.7101,,,0.6552,,,0.75,,,0.734,,,0.6923,,,0.7222,,,,,,0.6743,,
2110387,2/27/2026 1:01,wuy,ws,9800,-200,c,ts,2/26/2026,20:01:18,0,,,0.6667,l,0.7368,0.6667,0.6667,0.7347,0.7347,0.67,0.7354,0.7354,0.6825,0.6667,0.6667,0.6667,0.7333,0.7333,0.6923,0.734,0.734,0.6667,0.7333,0.7333,0.6774,0.7101,0.6923,0.6923,,,,0.6933,0.6764,0.6403
2117303,2/27/2026 22:58,dard,ws,12200,-204,d,ts,2/27/2026,17:58:56,0,,,0.6711,w,0.7436,,0.7436,0.6711,,0.6785,0.7409,,0.7409,,,,0.7143,,0.7143,0.734,,0.734,0.7468,,0.7468,0.75,,0.7531,,,,0.7041,,0.7059
2120063,2/28/2026 5:52,nakb,ws,11800,-235,l,ts,2/27/2026,0:52:13,0,,,0.7015,l,0.7727,0.7727,0.7727,0.734,0.734,0.734,0.7826,0.7826,0.7826,0.75,0.75,0.75,0.7778,0.7778,0.7778,0.734,0.734,0.7436,0.7647,0.7647,0.7647,0.7015,0.7183,0.6296,,,,0.7305,0.7305,0.7319
2026911,2/13/2026 22:47,muna,ws,21700,-210,c,ts,2/13/2026,17:47:09,0,,,0.6774,l,0.7917,0.697,0.697,0.8227,0.7283,,0.7895,0.6454,0.6875,0.6774,0.6774,0.6774,0.8462,0.75,0.75,0.7436,0.6466,0.6466,,,,0.7368,0.7368,0.7403,,,,0.7354,0.6528,0.661
2050374,2/17/2026 23:01,dial,ws,16100,-180,c,ts,2/17/2026,18:01:22,0,,,0.6429,l,0.7619,0.6667,,0.7268,0.6429,,0.7409,0.6825,,0.6429,0.6429,,0.75,0.6491,,0.7436,0.6951,,,,,0.6774,0.6774,,,,,0.6904,0.6377,
2065411,2/20/2026 2:12,frit,ws,8100,-250,f,ts,2/19/2026,21:12:49,0,,,0.7143,w,0.7143,,0.7222,0.8081,,0.7988,0.7826,,0.7826,0.7917,,0.7917,0.8,,0.8,0.7436,,0.7436,,,,0.8,,0.7849,,,,0.7354,,0.7319
2061582,2/19/2026 18:55,tien,ws,7500,-219,d,ts,2/19/2026,13:55:50,0,,,0.6865,w,,0.7297,,0.6865,0.6865,,0.726,0.726,,0.7222,0.7917,,0.7333,0.7143,,0.7436,0.734,,,,,0.759,0.8058,,,,,0.6979,0.6997,
2085209,2/22/2026 2:21,tien,ws,7500,-260,c,ts,2/21/2026,21:21:56,0,,,0.7222,l,0.7826,0.697,0.697,0.8102,0.8102,0.7191,0.7938,0.7938,0.7354,0.7222,0.7222,0.7222,0.8182,0.8182,0.7333,0.7436,0.734,0.6753,,,,0.759,0.7436,0.7403,,,,0.7396,0.7175,0.6795
2107850,2/26/2026 4:57,tiaf,ws,13200,-180,c,ts,2/25/2026,23:57:48,0,,,0.6429,w,0.7368,0.6875,0.6875,0.7403,0.6894,0.6894,0.7354,0.6774,0.6774,0.6429,0.6429,0.6429,0.75,0.6923,0.6923,0.7436,0.6855,0.6855,0.7647,0.7015,0.7015,0.7015,0.7015,0.697,,,,0.6942,0.6491,0.6516
2116413,2/27/2026 15:57,rubl,ws,9600,-215,e,ts,2/27/2026,10:57:44,0,,,0.6825,l,,0.6774,0.6774,,0.6942,0.6942,,0.726,0.726,0.7059,0.7059,0.7059,0.6825,0.6825,0.6825,0.7436,0.6951,0.6855,,0.7143,0.7143,0.7333,0.7297,0.7222,,,,0.6855,0.6689,0.6667
2120076,2/28/2026 6:09,tiaf,ws,22400,-205,l,ts,2/27/2026,1:09:55,0,,,0.6721,w,0.7619,0.6491,0.6491,0.7863,0.6063,0.6516,0.7895,0.661,0.661,0.7222,0.7222,0.7222,0.7778,0.6667,,0.7436,0.6269,0.6564,0.7647,0.6667,0.6667,0.6721,0.6721,0.6721,,,,0.7333,0.6255,0.6269
2136450,3/1/2026 5:11,cobo,ws,6300,-250,m,ts,2/28/2026,0:11:56,0,,,0.7143,w,0.7297,0.875,0.875,0.7449,0.7449,0.8718,0.7333,0.7333,0.8485,0.8571,0.8571,0.8571,0.7674,0.7674,0.8824,0.7436,0.7436,0.84,0.7143,0.7143,0.8621,0.8473,0.8995,0.899,,,,0.729,0.7674,0.8358
2140421,3/2/2026 1:21,bucs,ws,12700,-200,c,ts,3/1/2026,20:21:03,0,,,0.6667,w,0.75,0.6667,,0.734,0.711,,0.7531,0.7531,,0.6667,0.6667,,0.75,0.75,,0.7436,0.7436,,0.75,0.7647,,0.7183,0.7015,,0.7006,0.6491,,0.7041,0.6805,
2137254,3/1/2026 18:58,sakh,ws,13400,-180,c,ts,3/1/2026,13:58:03,0,,,0.6429,w,0.7826,,0.697,0.7024,,0.6785,0.7409,,0.6667,0.6429,,0.6429,0.75,,0.6491,0.7436,,0.6855,0.7468,,0.6875,0.7059,,0.6825,,,,0.6988,,0.639
2051251,2/18/2026 0:58,baez,ws,16700,-210,c,ts,2/17/2026,19:58:55,0,,,0.6774,l,0.7619,0.7059,0.7059,0.7821,0.7382,0.7382,0.7701,0.726,0.726,0.6774,0.6774,0.6774,0.8,0.75,0.75,0.7537,0.705,0.705,,,,0.7531,0.7531,0.7531,,,,0.723,0.6885,0.6855
2055768,2/19/2026 0:34,kord,ws,6800,-240,c,ts,2/18/2026,19:34:53,0,,,0.7059,w,0.7561,0.7561,0.7561,0.7368,0.7468,0.7468,0.759,0.7354,0.7354,0.7059,0.7059,0.7059,0.7647,0.7647,0.7647,0.7537,0.763,0.763,,,,0.7701,0.7701,0.7701,,,,0.7222,0.7183,0.7183
2090888,2/22/2026 21:45,avan,ws,12300,-210,c,ts,2/22/2026,16:45:56,0,,,0.6774,l,0.7727,0.697,0.697,0.7403,0.705,0.67,0.7531,0.7531,0.6875,0.75,0.6774,0.6774,0.75,0.75,0.6667,0.7537,0.7727,0.8016,,,,0.7368,0.7101,0.7101,,,,0.7222,0.6721,0.6479
2123281,2/28/2026 19:56,stea,ws,6500,-250,f,ts,2/28/2026,14:56:45,0,,,0.7143,w,0.7143,0.75,0.75,0.768,0.7854,0.7854,0.7468,0.7468,0.7826,0.8,0.8,0.8,0.7778,0.7778,0.8,0.7537,0.763,0.7921,0.8,0.8,0.8261,,,,,,,0.7297,0.7375,0.7512
2137833,3/1/2026 19:44,sakh,ws,11600,-220,c,ts,3/1/2026,14:44:27,0,,,0.6875,w,0.7826,,,0.7487,,,0.7701,,,0.6875,,,0.75,,,0.7537,,,0.7647,,,0.7368,,,,,,0.7199,,
2141309,3/2/2026 18:28,maes,ws,6000,-240,c,ts,3/2/2026,13:28:38,0,,,0.7059,w,0.7727,0.7727,0.75,0.7917,0.7691,0.7691,0.7468,0.7354,0.7354,0.7059,0.7059,0.7059,0.6875,0.6875,0.6875,0.7537,0.734,0.734,0.7778,0.7778,0.7778,0.7778,0.7727,0.7727,0.7908,0.7849,0.7849,0.7207,0.7151,0.711
2141400,3/2/2026 19:39,moch,ws,6400,-240,c,ts,3/2/2026,14:39:45,0,,,0.7059,w,0.7778,0.7778,0.7778,,0.7449,0.7416,0.759,0.7468,0.759,0.7059,0.7059,0.7059,,,,0.7537,0.7436,0.7537,0.75,0.75,0.75,0.7727,0.7727,0.7778,0.7917,0.7917,0.7917,0.7214,0.7159,0.7207
2143732,3/3/2026 3:02,svrc,ws,7600,-250,m,ts,3/2/2026,22:02:15,0,,,0.7143,w,0.7727,,,0.7347,,,0.7468,,,0.7727,,,0.75,,,0.7537,,,0.7143,,,0.802,,,,,,0.7207,,
2012839,2/12/2026 0:47,tabi,ws,16600,-185,l,ts,2/11/2026,19:47:52,0,,,0.6491,w,0.7872,,,0.7717,,,0.7531,,,0.6154,,,0.7778,,,0.763,,,,,,0.6491,,,,,,0.6997,,
2019629,2/12/2026 19:21,mbok,ws,20200,-170,c,ts,2/12/2026,14:21:47,0,,,0.6296,w,0.7436,0.6154,0.6154,0.7436,0.6016,0.6016,0.759,0.6255,0.6255,0.6296,0.6296,0.6296,0.7647,0.5833,0.5833,0.763,0.6564,0.6078,,,,0.6491,0.6429,0.6429,,,,0.6914,0.5918,0.5902
2023591,2/13/2026 2:31,shel,ws,6400,-277,d,ts,2/12/2026,21:31:27,0,,,0.7347,w,0.8667,0.8667,0.8667,0.7347,0.7347,0.7305,0.7701,0.7701,0.759,0.7727,0.7727,0.7727,0.7647,0.7647,0.7647,0.763,0.763,0.763,,,,0.7753,0.7701,0.7674,0.75,0.75,0.75,0.7487,0.7475,0.7436
2068652,2/20/2026 14:59,anis,ws,8600,-240,c,ts,2/20/2026,9:59:09,0,,,0.7059,l,0.7778,0.7059,0.7059,0.7647,0.6575,0.6575,0.759,0.7015,0.7015,0.7059,0.7059,0.7059,0.8621,0.8621,0.8621,0.763,0.705,0.705,,,,0.7297,0.7297,0.7183,,,,0.7268,0.6785,0.6753
2069995,2/21/2026 1:37,tiaf,ws,12800,-260,c,ts,2/20/2026,20:37:00,0,,,0.7222,l,0.8824,0.8824,0.8824,0.7821,0.7167,0.7093,0.7895,0.697,0.7143,0.7222,0.7222,0.7222,0.8182,0.75,0.75,0.763,0.6667,0.705,,,,0.7561,0.75,0.7619,,,,0.7543,0.7268,0.7214
2091159,2/22/2026 22:27,wats,ws,12600,-240,c,ts,2/22/2026,17:27:11,0,,,0.7059,w,0.8039,0.7368,0.7368,0.7859,0.7015,0.7015,0.7938,0.7059,0.7059,0.7059,0.7059,0.7059,0.8,0.8,0.75,0.763,0.8016,0.6855,,,,0.7674,0.7297,0.7333,,,,0.7403,0.6835,0.6785
2094379,2/24/2026 4:10,arae,ws,7100,-254,d,ts,2/23/2026,23:10:14,0,,,0.7175,w,0.7368,0.7778,0.7778,0.7175,0.7481,0.7951,0.7938,0.7938,0.8198,0.8,0.8,0.8,0.7647,0.7647,0.8,0.763,0.763,0.8016,,,,0.8261,0.8305,0.8347,,,,0.734,0.7494,0.7763
2094038,2/24/2026 2:58,pota,ws,14700,-249,d,ts,2/23/2026,21:58:05,0,,,0.7135,l,0.7872,0.8113,0.8113,0.7135,0.789,0.789,0.7895,0.8131,0.8131,,,,0.7647,0.7647,0.8182,0.763,0.7727,0.8113,,,,0.8113,0.8148,0.8198,,,,0.7481,0.7664,0.7778
2100541,2/25/2026 4:30,ruud,ws,8000,-240,c,ts,2/24/2026,23:30:23,0,,,0.7059,l,0.7619,0.7619,0.7222,0.75,0.75,0.7222,0.7701,0.7701,0.7468,0.7059,0.7059,0.7059,,,,0.763,0.7436,0.734,,,,0.759,0.7561,0.7468,,,,0.7253,0.7191,0.697
2139829,3/1/2026 23:13,dard,ws,10500,-283,d,ts,3/1/2026,18:13:21,0,,,0.7389,w,0.8,0.8462,0.8462,0.7389,0.811,0.811,0.7895,0.8198,0.8198,0.8333,0.8333,0.8333,0.7778,0.8182,0.8182,0.763,0.8208,0.8208,0.7895,0.8333,0.8333,0.8438,0.8485,0.8485,0.8459,0.8459,0.8459,0.7619,0.7972,0.7972
2137852,3/1/2026 19:45,sakh,ws,14100,-210,c,ts,3/1/2026,14:45:31,0,,,0.6774,w,0.7826,0.7222,0.7222,0.7512,0.6678,0.6622,0.7701,0.6923,0.7101,0.6774,0.6774,0.6774,0.75,0.6875,0.6875,0.763,0.7151,0.705,0.7647,0.7015,0.7015,0.7222,0.7101,0.7143,,,,0.7167,0.661,0.6656
2145460,3/3/2026 23:40,kasi,ws,16100,-220,c,ts,3/3/2026,18:40:46,0,,,0.6875,w,0.7826,0.7059,0.7059,0.7567,0.6951,0.6951,0.7826,0.7143,0.7143,0.6875,0.6875,0.6875,0.7778,0.6875,0.6875,0.763,0.7436,0.705,0.7778,0.6875,0.6875,0.7403,0.7183,0.7183,,,,0.729,0.6656,0.6656
2149669,3/4/2026 2:34,tsen,ws,10900,-240,c,ts,3/3/2026,21:34:40,0,,,0.7059,l,0.8113,0.7222,0.7222,0.7797,0.7214,,0.7895,0.7059,0.6875,0.7059,0.7059,0.7059,,,,0.763,0.705,0.6951,,,,0.7297,0.7183,0.7015,,,,0.7326,0.6743,0.661
2049813,2/17/2026 18:03,eala,ws,15000,-240,c,ts,2/17/2026,13:03:47,0,,,0.7059,w,0.8,0.7368,0.7143,0.7963,,,0.7938,0.726,0.726,0.7059,0.7059,0.7059,0.8,0.7143,0.7143,0.7727,0.7151,0.7151,,,,0.7531,0.7297,0.7222,0.7297,0.7207,0.7207,0.7423,0.6885,0.6825
2089590,2/22/2026 19:39,brac,ws,7900,-240,c,ts,2/22/2026,14:39:32,0,,,0.7059,w,0.7619,0.7619,0.697,0.7429,0.7429,0.6743,0.8,0.8,0.7468,0.7059,0.7059,0.7059,0.7647,0.7647,0.7143,0.7727,0.7727,0.7727,,,,0.7531,0.7368,0.7222,,,,0.7253,0.7159,0.6721
2099701,2/25/2026 3:22,zarr,ws,8700,-276,d,ts,2/24/2026,22:22:57,0,,,0.734,l,0.7872,0.8571,0.8571,0.734,0.8069,0.8069,0.8131,0.8621,0.8621,,,,0.7647,0.7647,0.8333,0.7727,0.7826,0.8113,,,,0.8507,0.871,0.8726,,,,0.7555,0.8192,0.8138
2141337,3/2/2026 18:39,moch,ws,6500,-266,d,ts,3/2/2026,13:39:33,0,,,0.7268,w,0.7917,0.8113,0.8113,0.7268,0.7531,0.7531,0.7701,0.7826,0.7826,0.7619,0.7619,0.7619,,,,0.7727,0.7826,0.7826,0.7778,0.8,0.8,0.7938,0.7917,0.7917,0.8069,0.8069,0.8069,0.7416,0.7525,0.7519
2061605,2/19/2026 19:16,tien,ws,12100,-280,c,ts,2/19/2026,14:16:24,0,,,0.7368,w,0.8039,,0.7368,0.7773,,0.7207,0.8131,,0.7354,0.7368,,0.7368,0.8,,0.7143,0.7826,,0.7245,,,,0.7727,,0.759,,,,0.7549,,0.7015
2092962,2/24/2026 0:19,kasi,ws,8700,-265,l,ts,2/23/2026,19:19:46,0,,,0.726,w,0.8182,,0.7143,0.7984,,0.7093,0.7938,,0.6721,0.6875,,0.6875,0.8182,,,0.7826,,0.705,,,,0.7436,,0.7059,,,,0.7487,,0.6599
2110901,2/27/2026 1:21,cobo,ws,10100,-320,c,ts,2/26/2026,20:21:37,0,,,0.7619,w,0.8182,0.7619,0.7619,0.8333,0.8333,0.7863,0.8198,0.8198,0.7826,0.7619,0.7619,0.7619,0.8333,0.8333,0.8,0.7826,0.763,0.734,0.8333,0.8333,0.7778,0.8182,0.8,0.7895,,,,0.7817,0.763,0.7389
2112989,2/27/2026 2:20,tabi,ws,8700,-300,c,ts,2/26/2026,21:20:11,0,,,0.75,w,0.8039,0.8039,0.8039,0.7988,0.7988,0.7988,0.8,0.8,0.8,0.8333,0.75,0.75,0.8,0.8,0.8,0.7826,0.7826,0.7826,0.8182,0.8182,0.8182,0.8261,0.798,0.7647,,,,0.7743,0.7619,0.7555
